filePath,Class_Description,XMin,XMax,YMin,YMax
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-HFlip-31580.png,Lobster,0.145625,0.74,0.021757,0.9991629999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-HFlip-32198.png,Hot dog,0.315625,0.689375,0.23083299999999998,0.535833
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-GN-12878.png,Pear,0.01,0.399375,0.315625,0.6825
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-687f7926214fa997.png,Waffle,0.44765600000000005,0.9992190000000001,0.064583,0.998958
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-HFlip-15590.png,Hot dog,0.214375,0.59625,0.317073,0.672608
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-GN-27396.png,Lobster,0.141602,0.754883,0.0,0.811198
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-HFlip-42812.png,Pear,0.215428,0.7836310000000001,0.195,0.764375
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cucumber-0bdfd58cbb47a053.png,Cucumber,0.248125,0.581875,0.504167,0.863333
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-291d81b91122cab5.png,French fries,0.0,0.14941400000000002,0.187408,0.708638
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Carrot-GN-27757.png,Carrot,0.0,0.918125,0.0,0.99889
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Hamburger-0c49414184f24eeb.png,Hamburger,0.0,0.245625,0.06848,0.591932
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-ee3ed9a3f51336cd.png,Strawberry,0.713125,0.935625,0.583276,0.8680030000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-7d1cccce5a89261b.png,Pizza,0.0,0.999167,0.294375,0.98625
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Salad-39b74f8c74a48ba4.png,Salad,0.21,0.8,0.025487,0.911544
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-GN-18684.png,Potato,0.059375,0.23625,0.428705,0.629456
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-3f5350e57f16d1f8.png,Pizza,0.0,0.9275,0.074167,0.885833
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-018160d5cf239343.png,Strawberry,0.40875,0.4775,0.24816,0.35857
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Hot dog-7b85683174dd6fc7.png,Hot dog,0.19875,0.84,0.056285,0.765478
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-e0509b6abcc9cace.png,Bread,0.102539,0.80957,0.177419,0.8723120000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-8627b16f31a8b0a0.png,French fries,0.04625,0.67125,0.349167,0.965
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-3d9f47aa1837bd7c.png,Bread,0.105625,0.885,0.11538499999999999,0.962477
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cheese-GN-3351.png,Cheese,0.0,0.569874,0.469375,0.9475
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-13e2c3275314ae66.png,Muffin,0.256836,0.793945,0.052083000000000004,0.85026
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Banana-GN-20473.png,Banana,0.0,0.9871469999999999,0.47341300000000003,0.9862780000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-HFlip-2667.png,Taco,0.490625,1.0,0.001883,0.6214689999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-b5cbde6dd083e717.png,Tomato,0.30933299999999997,0.457333,0.34700000000000003,0.5770000000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-HFlip-44884.png,Potato,0.000625,1.0,0.00469,0.988743
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-GN-32358.png,Lemon,0.296875,0.37625,0.577611,0.690499
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-HFlip-20674.png,Potato,0.123047,0.33105500000000004,0.791667,0.967448
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-GN-199.png,Pasta,0.0,0.999167,0.0,0.856875
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-86fdba2b806a45da.png,Muffin,0.078125,0.999375,0.10694200000000001,0.8264540000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-GN-23939.png,Sandwich,0.045752,0.707516,0.0,0.447712
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-HFlip-45643.png,Pear,0.44043000000000004,0.8525389999999999,0.145833,0.768229
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-HFlip-42640.png,Lobster,0.053253999999999996,0.934911,0.155819,0.78501
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-4c86805ea0468593.png,Bread,0.035156,0.573242,0.043807,0.944109
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cheese-bd36fe11a22be88b.png,Cheese,0.0,0.435,0.126667,0.898333
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-1ee83c7f69c825e7.png,Apple,0.084967,0.900093,0.194375,0.874375
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-af8b717660fea597.png,Pizza,0.064062,0.679688,0.057812999999999996,0.478125
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-5da3a6a0c22e69f6.png,Muffin,0.6875,0.8225,0.4125,0.59
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-GN-4187.png,Potato,0.25375,0.41375,0.548333,0.671667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-HFlip-18785.png,Lobster,0.001634,0.9330069999999999,0.071895,0.8611110000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cucumber-GN-14701.png,Cucumber,0.485625,0.696875,0.47654799999999997,0.738274
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-cf1b4a0bfb216bf3.png,Strawberry,0.720625,0.91875,0.39,0.695833
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-23cabe0513c7c9ce.png,Tomato,0.345472,0.49393100000000006,0.439375,0.541875
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-HFlip-18582.png,Lobster,0.119531,0.8007810000000001,0.20855100000000001,0.6496350000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-GN-16661.png,Pear,0.162234,0.353059,0.363958,0.741166
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cheese-GN-18923.png,Cheese,0.029539999999999997,0.469365,0.26477,0.95186
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-VFlip-14881.png,Hamburger,0.025625,0.999375,0.024166999999999998,1.0
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-GN-9926.png,Sandwich,0.0,0.99875,0.0,0.998333
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lobster-0632385539d1f909.png,Lobster,0.315,0.999375,0.0,0.744841
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-312d39c24de6d7dd.png,Apple,0.113125,0.396875,0.41917299999999996,0.8712409999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-HFlip-3957.png,Lobster,0.19433599999999998,0.907227,0.052083000000000004,0.611979
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Broccoli-149601f785757f2a.png,Broccoli,0.0,0.999375,0.0,0.9991629999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cucumber-f0397d3b8484bc5f.png,Cucumber,0.06375,0.92375,0.07035599999999999,0.7851779999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-519f07f5971d7a16.png,Pasta,0.403125,0.953125,0.434375,0.9546870000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Grape-GN-13455.png,Grape,0.1675,0.9875,0.084428,0.9990620000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-99575012bc9b34a5.png,Bread,0.0,0.782812,0.035417000000000004,0.960417
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pancake-HFlip-7798.png,Pancake,0.153125,0.871875,0.351562,0.95625
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-GN-12718.png,Taco,0.189375,0.4825,0.23333299999999998,0.799167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cucumber-GN-29678.png,Cucumber,0.603125,0.760625,0.248333,0.4675
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cucumber-GN-4386.png,Cucumber,0.428125,0.69125,0.675833,0.935833
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-f765ed1b79eb1f1e.png,Apple,0.205625,0.63125,0.2625,0.8175
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-5eec116bbb2fc1e0.png,Muffin,0.037582,0.960784,0.034314,0.960784
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Egg (Food)-2348ea2af9c62af0.png,Egg (Food),0.06125,0.345625,0.14915599999999998,0.560976
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-HFlip-23165.png,Hot dog,0.001562,1.0,0.0,0.9984379999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-561ef65a12591b17.png,Pear,0.41,0.6888890000000001,0.473054,0.9281440000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-b911ba9090eca94f.png,Strawberry,0.04375,0.161875,0.242682,0.424929
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Orange-791a63d436663b65.png,Orange,0.04625,0.39375,0.37711100000000003,0.807692
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-GN-9056.png,Potato,0.1,0.9078120000000001,0.07083300000000001,0.976042
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-HFlip-42478.png,Hot dog,0.02,0.925,0.064167,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-HFlip-24862.png,Pear,0.440625,0.505625,0.0,0.090056
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-HFlip-42514.png,Lobster,0.0,0.92625,0.13508399999999998,0.988743
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-0a405f0143f39a4b.png,Cookie,0.27125,0.540625,0.185808,0.606909
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Burrito-609801f4ffb1f70e.png,Burrito,0.0075049999999999995,0.874922,0.0,0.8847860000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-0a7183bbd46641d7.png,Lemon,0.37125,0.694375,0.285097,0.74406
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Carrot-7e176350e5c025ca.png,Carrot,0.0,0.998755,0.000833,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Grape-GN-9658.png,Grape,0.0,0.068125,0.716667,0.9988889999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-GN-2156.png,Sandwich,0.028301999999999997,0.9207549999999999,0.48625,0.838125
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-GN-15113.png,Sandwich,0.013072,0.75817,0.173203,0.980392
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-bda48d9d1e058071.png,Strawberry,0.257812,0.729688,0.017188,0.303125
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Banana-GN-24849.png,Banana,0.118125,0.745,0.104128,0.880863
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Orange-5b18f0bd3eddcb77.png,Orange,0.0,0.846875,0.1,0.871875
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-e64108c1164289b9.png,Pizza,0.0,0.998698,0.241211,0.8339840000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-1875416ad044da26.png,Tomato,0.118125,0.3525,0.0044399999999999995,0.333925
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-4c52f77a4649b1d4.png,Pasta,0.14746099999999998,0.842773,0.085938,0.93099
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-HFlip-19457.png,Taco,0.43847700000000006,0.875977,0.216146,0.77474
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-ec8f8e48ade8def7.png,Grape,0.00125,0.999375,0.0,0.656667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Burrito-VFlip-12363.png,Burrito,0.235,0.999375,0.045188,0.899582
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-HFlip-3612.png,Sandwich,0.35375,0.58625,0.419167,0.690833
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-014383a67b29bb20.png,Cookie,0.0,0.568333,0.1875,0.75125
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-e46d783d0be78afc.png,Coffee,0.085625,0.31625,0.11370699999999999,0.409657
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Carrot-GN-5126.png,Carrot,0.749375,0.945,0.615819,0.7787189999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-HFlip-30030.png,Sandwich,0.560634,0.908582,0.014044999999999998,0.45926999999999996
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-839618ce6af5961b.png,Bread,0.0075,0.45375,0.018762,0.6191369999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-GN-2483.png,Lemon,0.475625,0.785625,0.301667,0.705
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-0752869d2b9f9758.png,Bread,0.0,0.8225,0.064167,0.965
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-c1d964eae93dfb21.png,Grape,0.398125,0.735,0.075985,0.9990620000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-HFlip-42620.png,Hot dog,0.098125,0.8525,0.114167,0.925833
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-GN-10725.png,Cookie,0.0,0.3175,0.294559,0.80394
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-GN-28954.png,Lobster,0.06125,0.998125,0.2225,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-eacff3df7b73229f.png,Taco,0.046875,0.94875,0.080264,0.9839469999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-HFlip-45505.png,Pear,0.554688,0.851562,0.633333,0.997917
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-14552205c7a71ca9.png,Grape,0.0,0.370313,0.65,0.853125
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Salad-c4b61c46b384141b.png,Salad,0.135156,0.8523440000000001,0.08125,0.783333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-aa7705311eeb1c28.png,Pear,0.0,0.20490999999999998,0.378125,0.745625
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-VFlip-3510.png,Hamburger,0.0,0.740833,0.001253,1.0
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cucumber-GN-15375.png,Cucumber,0.001634,0.24836599999999998,0.74183,1.0
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-09cc78a509ba3aef.png,Strawberry,0.326875,0.70625,0.356667,0.705
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-fb0371e2560dbb80.png,Pizza,0.148125,0.809375,0.009167,0.871667
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-GN-3896.png,Pasta,0.29531199999999996,0.6625,0.0,0.682008
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Orange-3f53edae7d5c4779.png,Orange,0.3075,0.63,0.205248,0.47516400000000003
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Bagel-GN-51157.png,Bagel,0.48345,0.980943,0.011719,0.494141
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-4e05fe20493af787.png,Lemon,0.080625,0.406875,0.28384699999999996,0.7030810000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-0e37cc0c1e09bb27.png,Potato,0.3225,0.445,0.629559,0.819578
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Salad-2811d8a433500b09.png,Salad,0.29125,0.720625,0.181051,0.829268
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Hamburger-457b5c768a173f94.png,Hamburger,0.0,0.745,0.0175,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-072d1ec08b67e0e3.png,Grape,0.253268,0.7549020000000001,0.106209,0.704248
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Banana-3ff5081c3bfaa880.png,Banana,0.045625,0.375,0.348562,0.955161
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cheese-fb78cd5940785d19.png,Cheese,0.551875,0.758125,0.20075,0.379925
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-135c02b270942e2a.png,French fries,0.7325,0.976875,0.150776,0.5343680000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-HFlip-43388.png,Pear,0.43042700000000006,0.606679,0.372917,0.535417
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-6fc86787ca993773.png,Apple,0.332083,0.45528500000000005,0.067151,0.243194
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-b0bdd58a5065ff55.png,Coffee,0.09668,0.618164,0.20205,1.0
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-GN-356.png,Pizza,0.01,0.9988889999999999,0.0,0.979259
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-28fb959278fa8cb7.png,Cookie,0.0,0.0625,0.297552,0.47269300000000003
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-VFlip-8362.png,Hamburger,0.22048600000000002,0.672743,0.000651,0.473307
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pancake-HFlip-43607.png,Pancake,0.0125,0.930833,0.334375,0.806875
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-1155af1566a883d3.png,Cookie,0.0,0.188125,0.282913,0.780579
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Egg (Food)-GN-9983.png,Egg (Food),0.0,0.249375,0.239252,0.600935
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Banana-0578c7c87758f288.png,Banana,0.078333,0.481667,0.43875,0.665
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-3ecd109ce1707bbe.png,French fries,0.110937,0.539062,0.014062,0.45156199999999996
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-055893d275a21d6e.png,Tomato,0.425625,0.65875,0.35667600000000005,0.772176
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-44fc7ec2861a3dc8.png,Juice,0.14258900000000002,0.8189489999999999,0.3925,0.775
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-2b223c63563ef792.png,Juice,0.235,0.735,0.139375,0.9975
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-HFlip-20445.png,Taco,0.48375,0.9325,0.271875,0.87875
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lobster-0ddad6863c30fbd1.png,Lobster,0.01125,0.388125,0.368814,0.711485
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Burrito-f69fc310fa558775.png,Burrito,0.39125,0.8575,0.290566,0.624528
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-3b39a6d16046598b.png,French fries,0.591875,0.88875,0.398687,0.738274
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-0bc744c3c1735f75.png,Bread,0.009375,0.745,0.103333,0.775
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Orange-GN-12150.png,Orange,0.361875,0.4375,0.7178859999999999,0.826829
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-HFlip-8436.png,Potato,0.583125,0.70875,0.7175,0.841667
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-GN-15531.png,Lemon,0.5775,0.88125,0.06666699999999999,0.463333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Burrito-HFlip-45808.png,Burrito,0.745,1.0,0.0,0.771541
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-GN-16284.png,Waffle,0.0,0.769375,0.330544,0.878661
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-120de47d0f44948d.png,French fries,0.1925,0.715,0.058333,0.905
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-HFlip-3477.png,Hot dog,0.001562,0.9859379999999999,0.026563,0.601562
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-VFlip-15210.png,Hamburger,0.105625,0.649375,0.16583299999999998,0.830833
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-02b4c6ca5decb4f9.png,Sandwich,0.085938,0.515625,0.223438,0.58125
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-GN-2321.png,Cookie,0.185937,0.925,0.0,0.9984379999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-318962fbb0066ed7.png,French fries,0.552667,0.999333,0.125,0.6764180000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Carrot-859c7371aae595c3.png,Carrot,0.23,0.33,0.7176359999999999,0.998124
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-HFlip-31116.png,Waffle,0.213333,1.0,0.26875,0.983125
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pancake-HFlip-737.png,Pancake,0.084375,0.916875,0.315197,0.9033770000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Grape-GN-6562.png,Grape,0.0,0.8235290000000001,0.24125,0.51125
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-7fbf6f0ad4fe87fb.png,Juice,0.187617,0.795497,0.505,0.86125
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Hot dog-abf818f053712dc4.png,Hot dog,0.0,0.905,0.0,0.998501
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Burrito-HFlip-44212.png,Burrito,0.526875,0.88875,0.0,0.714286
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-06b0758479f46dbe.png,Sandwich,0.045752,0.707516,0.0,0.447712
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-HFlip-1537.png,Sandwich,0.000625,0.38,0.245,0.829167
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Banana-GN-5614.png,Banana,0.115,0.990625,0.080833,0.938333
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Banana-GN-19564.png,Banana,0.11888900000000001,0.9988889999999999,0.118333,0.788333
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-caec365f58da371f.png,Juice,0.175625,0.46875,0.0975,0.839167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-HFlip-15100.png,Taco,0.322702,0.963102,0.26518400000000003,0.9674940000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cheese-VFlip-3851.png,Cheese,0.4525,0.803333,0.096875,0.339375
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-GN-10277.png,Pear,0.34584000000000004,0.756117,0.21125,0.776875
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-88f3336428ea05b2.png,Grape,0.06307,0.9331309999999999,0.055,0.795
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-b8310b704c115943.png,Grape,0.0675,0.3375,0.0,0.1625
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-GN-667.png,Apple,0.43996199999999996,0.683865,0.769375,0.925
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-f33a455cd9729dbe.png,Muffin,0.545752,0.803922,0.539216,0.846405
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-43ea4437e739d124.png,Bread,0.07,0.59625,0.410042,0.868619
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-HFlip-26564.png,Taco,0.83125,1.0,0.0175,0.19
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pancake-HFlip-9667.png,Pancake,0.000625,0.893125,0.054409000000000006,0.9990620000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-8659da704dc75872.png,Bread,0.021484,1.0,0.084201,0.971354
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-9c0de5a43db342f5.png,Apple,0.41041700000000003,0.579167,0.759375,0.882812
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-0ea7c2e4e2bfcb7f.png,Sandwich,0.05954500000000001,0.999124,0.06625,0.92875
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-5ed09238ffb1c72f.png,Apple,0.350625,0.816875,0.358333,0.980833
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-6a92d0863073d099.png,Grape,0.023125,0.42,0.17260799999999998,0.368668
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Broccoli-ba61eafe13fdd0d2.png,Broccoli,0.0,0.999375,0.0,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-75e60a13e218d209.png,Pizza,0.208125,0.8675,0.368668,0.824578
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-ca42116da445fb98.png,Coffee,0.29125,0.575,0.365,0.745
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-HFlip-44770.png,Potato,0.625,0.9859379999999999,0.396875,0.542188
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-056636576009bcfa.png,Sandwich,0.1475,0.85375,0.1525,0.790833
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-71fd917b74ceb67f.png,Waffle,0.331875,0.736875,0.279661,0.777778
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-3a4f51e427fe45ca.png,Juice,0.355625,0.471875,0.431667,0.753333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Bagel-HFlip-18184.png,Bagel,0.000625,1.0,0.015022999999999998,0.9990610000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-4c3a98c926017eea.png,Cookie,0.0,0.0725,0.065666,0.166979
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bagel-fe007bc26d0281de.png,Bagel,0.004872,0.750305,0.001953,0.41113299999999997
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-7843cb075187638d.png,Juice,0.027076999999999997,0.39869299999999996,0.275625,0.783125
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Burrito-faf568aabb07ef2a.png,Burrito,0.0,0.777778,0.257,0.893
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Banana-GN-15716.png,Banana,0.181875,0.980625,0.03268,0.9477120000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Broccoli-GN-5080.png,Broccoli,0.145695,0.760486,0.173709,0.798122
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-bca98b6739ed53e8.png,French fries,0.18,0.63,0.10694200000000001,0.347092
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Bagel-GN-3210.png,Bagel,0.0,0.86,0.339375,0.95625
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-1e4647af19cc7a1e.png,Grape,0.111274,0.9985360000000001,0.207031,0.9658200000000001
